,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Bitung,40,ID,1549920600,83,1.44,125.19,77.0,4.7
374,Novo Aripuana,24,BR,1549921853,78,-5.12,-60.38,84.94,2.82
375,Henties Bay,100,NA,1549921854,98,-22.12,14.28,64.19,4.61
376,Guerrero Negro,8,MX,1549921855,55,27.97,-114.04,67.34,9.53
377,Lima,40,PE,1549918800,74,-12.06,-77.04,82.4,9.17
378,Houma,76,CN,1549921858,91,35.63,111.36,18.52,3.15
379,Joao Pinheiro,20,BR,1549921862,73,-17.74,-46.17,80.03,5.84
380,Fukue,75,JP,1549918800,100,35.03,136.69,42.8,23.04
381,Binga,56,ZW,1549921865,83,-17.62,27.34,79.63,5.17
382,Andra,76,RU,1549921870,83,62.52,65.89,16.31,7.07
383,Tura,0,IN,1549921871,76,25.52,90.21,48.53,2.15
384,Gilgit,88,PK,1549921872,92,35.92,74.31,15.86,0.25
385,Mago,0,RU,1549921873,74,53.27,140.15,-16.86,4.94
386,Abha,40,SA,1549918800,87,18.22,42.5,57.2,5.82
387,Sinazongwe,56,ZM,1549921875,83,-17.26,27.46,79.63,5.17
388,Flinders,0,AU,1549918800,40,-34.58,150.85,69.8,5.39
389,Dundee,64,GB,1549918200,93,56.46,-2.97,39.2,8.05
390,Abancay,64,PE,1549921879,73,-13.64,-72.88,53.93,2.15
391,Norman Wells,20,CA,1549918800,84,65.28,-126.83,-0.41,3.36
392,Nefteyugansk,0,RU,1549918800,77,61.09,72.61,5.0,6.71
393,Kanganpur,92,IN,1549921882,81,29.52,75.05,54.52,2.93
394,Siyabuswa,68,ZA,1549921884,74,-25.11,29.06,71.53,2.93
395,Kajaani,75,FI,1549918200,92,64.22,27.73,24.8,5.82
396,Zuwarah,0,LY,1549921886,95,32.93,12.08,53.8,8.08
397,Bogande,0,BF,1549921887,26,12.97,-0.14,67.84,8.19
398,Lagos,0,NG,1549918800,83,6.46,3.39,80.6,7.96
399,Ust-Labinsk,0,RU,1549918800,93,45.22,39.69,37.4,4.47
400,Simoes,0,BR,1549921891,35,-7.6,-40.82,89.98,10.65
401,Fortuna,90,ES,1549920600,66,38.18,-1.13,57.2,5.82
402,Mwinilunga,76,ZM,1549921893,97,-11.73,24.43,65.14,2.37
403,Tanta,0,EG,1549921768,89,30.78,31.0,45.52,6.73
404,Siva,20,GR,1549920000,76,35.21,25.04,53.6,12.75
405,Port Augusta,75,AU,1549918800,77,-32.49,137.76,64.4,5.82
406,Puerto Padre,20,CU,1549918200,51,21.2,-76.61,86.0,17.22
407,Iisalmi,75,FI,1549918200,94,63.56,27.19,32.0,6.93
408,Bagepalli,40,IN,1549918800,100,13.78,77.8,64.4,8.05
409,Nouna,0,BF,1549921911,23,12.73,-3.87,71.03,9.31
410,Korostyshiv,92,UA,1549921912,96,50.32,29.06,35.26,8.86
411,Turbat,8,PK,1549921913,78,26.0,63.05,52.54,5.95
412,Tunceli,0,TR,1549918200,100,39.11,39.55,32.0,3.36
413,San Cristobal,75,EC,1549918800,64,-0.39,-78.55,68.0,13.87
414,Curup,92,ID,1549921917,97,-3.47,102.53,68.47,1.7
415,Sokoto,0,NG,1549921918,27,13.06,5.24,70.09,10.2
416,Nosy Varika,36,MG,1549921922,100,-20.58,48.53,76.3,4.05
417,General Roca,0,AR,1549918800,36,-39.03,-67.58,64.4,6.93
418,Serpa,0,PT,1549918800,81,37.94,-7.6,48.2,3.36
419,Khabary,64,RU,1549921926,76,53.63,79.53,-3.22,3.15
420,Abu Zabad,32,SD,1549921927,31,12.35,29.25,63.34,11.32
421,Tessalit,48,ML,1549921928,20,20.2,1.01,58.84,7.96
422,Murray Bridge,0,AU,1549921938,95,-35.12,139.28,65.5,24.52
423,Atar,0,MR,1549921940,16,20.52,-13.05,73.64,8.41
424,Namatanai,44,PG,1549921941,100,-3.66,152.44,81.25,15.79
425,Mayo,40,CA,1549918800,75,63.59,-135.9,-16.61,2.24
426,Dhidhdhoo,0,MV,1549921943,100,6.88,73.1,82.01,11.65
427,Port-Cartier,20,CA,1549918800,39,50.03,-66.88,12.2,17.22
428,Pevek,8,RU,1549921945,100,69.7,170.27,-28.11,10.76
429,Chesma,0,RU,1549921946,59,53.81,60.65,-2.28,2.93
430,Teya,75,MX,1549917660,40,21.05,-89.07,89.6,9.17
431,Uvat,76,RU,1549921949,84,59.14,68.9,9.74,7.4
432,Del Rio,90,US,1549920660,92,29.36,-100.9,51.8,5.82
433,Cabinda,80,AO,1549921951,99,-5.56,12.19,83.77,10.65
434,Aklavik,75,CA,1549918800,63,68.22,-135.01,28.4,12.75
435,Kitoy,0,RU,1549920600,74,52.6,103.9,-23.81,4.47
436,At-Bashi,56,KG,1549921954,74,41.17,75.81,5.83,1.92
437,Krasnoborsk,88,RU,1549921956,84,61.56,45.93,26.39,8.41
438,Barra Patuca,92,HN,1549921957,100,15.8,-84.28,74.5,14.45
439,Bathsheba,20,BB,1549918800,65,13.22,-59.52,80.6,13.87
440,Pathein,0,MM,1549921959,90,16.78,94.73,68.83,4.72
441,Gulf Gate Estates,1,US,1549920900,65,27.26,-82.51,84.38,8.05
442,Pontes e Lacerda,0,BR,1549921962,77,-15.23,-59.33,85.79,5.84
443,Bowling Green,90,US,1549920900,96,36.99,-86.44,51.98,5.82
444,Kabanjahe,40,ID,1549918800,100,3.1,98.49,71.6,3.36
445,Fremont,1,US,1549920900,62,37.55,-121.99,55.4,4.7
446,Lavrentiya,92,RU,1549921966,91,65.58,-170.99,26.62,39.84
447,Santiago,75,CL,1549918800,41,-33.44,-70.65,77.0,8.05
448,Ruteng,56,ID,1549921969,95,-8.61,120.46,71.84,2.93
449,Porbandar,0,IN,1549921970,58,21.64,69.61,66.53,9.42
450,Caluquembe,56,AO,1549921971,80,-13.78,14.68,63.83,2.71
451,Kurayoshi,75,JP,1549919400,52,35.43,133.83,42.8,19.46
452,Baykit,32,RU,1549921973,40,61.68,96.39,-26.94,3.15
453,Slave Lake,90,CA,1549920900,70,55.28,-114.77,-5.81,5.82
454,Rosetta,20,EG,1549918800,87,31.4,30.42,50.0,2.24
455,Rio Claro,48,BR,1549921842,85,-22.41,-47.56,79.31,4.72
456,Elmina,0,GH,1549921981,95,5.09,-1.35,84.4,8.52
457,Sorland,40,NO,1549918200,64,67.67,12.69,33.8,23.04
458,Guanica,75,PR,1549918200,74,17.97,-66.91,80.6,21.92
459,Tymovskoye,32,RU,1549921984,74,50.85,142.66,-11.73,2.93
460,Gandajika,64,CD,1549921985,88,-6.75,23.95,74.99,3.15
461,Manturovo,80,RU,1549921989,89,58.33,44.76,24.82,6.73
462,Perth,0,GB,1549920000,80,56.4,-3.43,39.2,3.36
463,Punta Cardon,0,VE,1549921992,50,11.61,-70.22,85.61,24.18
464,Menton,0,IT,1549920600,24,43.78,7.5,50.0,4.7
465,Myitkyina,0,MM,1549921997,89,25.38,97.4,56.63,1.92
466,Okhotsk,20,RU,1549921998,100,59.36,143.24,-20.86,5.73
467,Auki,0,NG,1549921999,30,12.18,6.51,70.76,9.53
468,Manaure,20,CO,1549918800,46,11.78,-72.45,89.6,23.04
469,Keetmanshoop,8,NA,1549922002,24,-26.57,18.15,79.04,13.22
470,Kapit,80,MY,1549922003,99,2.02,112.94,71.26,2.37
471,Beyneu,88,KZ,1549922004,86,45.32,55.19,21.08,8.63
472,Batagay-Alyta,24,RU,1549922006,0,67.8,130.41,-34.95,0.92
473,Goedereede,0,NL,1549920300,93,51.82,3.98,44.6,4.7
474,Vao,92,EE,1549922008,98,59.1,26.19,32.33,2.93
475,Dong Hoi,20,VN,1549922009,99,17.48,106.6,73.33,14.23
476,Benito Juarez,0,MX,1549922010,37,28.64,-111.57,69.19,11.99
477,Poronaysk,8,RU,1549922011,100,49.22,143.1,-24.19,2.82
478,Ust-Kuyga,56,RU,1549922012,37,70.0,135.55,-25.27,4.94
479,Amursk,0,RU,1549922014,0,50.23,136.9,-29.14,0.36
480,Andilamena,68,MG,1549922015,96,-17.01,48.57,64.06,2.71
481,Ampanihy,0,MG,1549922016,66,-24.69,44.75,75.85,6.4
482,Parry Sound,0,CA,1549922017,47,45.34,-80.04,22.43,6.17
483,Bouna,0,CI,1549922018,23,9.27,-3.0,75.67,7.52
484,Moerai,12,PF,1549922019,100,-22.43,-151.33,79.18,21.94
485,Chapais,1,CA,1549918800,54,49.78,-74.86,-0.41,6.93
486,Tianpeng,100,CN,1549922021,100,28.88,112.34,33.59,3.94
487,Port Lincoln,92,AU,1549921989,100,-34.72,135.86,62.26,22.84
488,Harper,90,US,1549920900,90,30.3,-99.24,56.3,6.96
489,San Quintin,0,PH,1549922025,83,17.54,120.52,59.74,2.82
490,Mataram,68,ID,1549922026,96,-5.32,105.06,72.16,2.59
491,Hay River,40,CA,1549918800,71,60.82,-115.79,6.8,9.17
492,Abu Samrah,0,SY,1549922028,92,35.3,37.18,42.55,7.63
493,Sinnamary,100,GF,1549922030,93,5.38,-52.96,80.48,14.45
494,Tarko-Sale,68,RU,1549922031,66,64.92,77.78,-0.39,13.78
495,Nurobod,92,UZ,1549918800,93,40.91,69.8,46.4,2.24
496,Merced,5,US,1549921500,43,37.3,-120.48,55.4,4.38
497,Erzin,75,TR,1549920000,100,36.95,36.2,50.0,3.36
498,Aguimes,0,ES,1549920600,42,27.91,-15.45,66.2,6.93
499,Mitsamiouli,20,KM,1549918800,83,-11.38,43.28,78.8,4.7
500,Beloha,0,MG,1549922039,90,-25.17,45.06,73.69,3.38
501,Troitsko-Pechorsk,88,RU,1549922040,76,62.71,56.19,20.68,6.73
502,Padang,40,ID,1549918800,100,-0.92,100.36,75.2,3.36
503,Qasigiannguit,5,GL,1549918200,45,68.82,-51.19,24.8,3.36
504,Khasan,0,RU,1549922044,100,42.43,130.64,9.25,10.42
505,Quang Ngai,88,VN,1549922045,98,15.12,108.8,64.24,2.93
506,Tabory,88,PL,1549922046,92,53.89,19.53,34.58,17.81
507,Gazimurskiy Zavod,0,RU,1549922047,35,51.55,118.33,-25.09,5.06
508,Pemberton,68,AU,1549922048,85,-34.44,116.03,52.81,4.61
509,Garden City,90,US,1549919700,43,40.73,-73.63,37.94,3.49
510,Kargil,48,PK,1549922050,78,34.56,76.13,-3.54,0.81
511,Lompoc,1,US,1549920900,43,34.64,-120.46,59.0,4.7
512,Vung Tau,68,VN,1549922053,96,10.35,107.08,78.37,22.5
513,Codrington,0,AU,1549918800,83,-28.95,153.24,75.2,5.82
514,Chochola,75,MX,1549921680,40,20.75,-89.83,89.6,17.22
515,Raudeberg,75,NO,1549920000,74,61.99,5.14,35.6,10.29
516,Ahipara,92,NZ,1549922057,97,-35.17,173.16,69.28,6.17
517,Cedar City,1,US,1549918380,54,37.68,-113.06,24.98,3.38
518,Tadine,64,NC,1549922059,93,-21.55,167.88,79.49,21.27
519,Nevsehir,0,TR,1549920000,76,38.62,34.71,37.4,8.05
520,Husavik,68,CA,1549922062,92,50.56,-96.99,7.18,7.52
521,Ulladulla,0,AU,1549918800,40,-35.36,150.48,69.8,11.65
522,Trinidad,75,UY,1549918800,78,-33.52,-56.9,75.2,13.87
523,Namibe,0,AO,1549922065,100,-15.19,12.15,75.76,13.67
524,Goderich,44,CA,1549922067,77,43.74,-81.71,29.23,15.12
525,Opunake,92,NZ,1549922068,93,-39.45,173.86,67.48,9.31
526,Sciacca,40,IT,1549918500,66,37.51,13.08,55.4,13.87
527,Barinas,20,VE,1549922070,53,8.64,-70.23,89.48,9.42
528,Comodoro Rivadavia,0,AR,1549918800,36,-45.87,-67.48,64.4,13.87
529,Avila,90,US,1549921380,94,38.91,-76.61,37.4,5.39
530,Taksimo,8,RU,1549922073,41,56.36,114.84,-28.65,1.92
531,Fort Nelson,75,CA,1549918800,85,58.81,-122.69,12.2,9.17
532,Bonavista,64,CA,1549922076,100,48.65,-53.11,21.98,23.62
533,Tarime,20,TZ,1549918800,83,-1.35,34.38,73.4,3.49
534,Watertown,90,US,1549920960,86,44.9,-97.12,12.2,4.7
535,Idenao,40,CM,1549918800,83,4.25,9.0,80.6,5.82
536,Taxisco,5,GT,1549918800,62,14.07,-90.46,87.8,16.11
537,Imuris,0,MX,1549922081,33,30.78,-110.86,58.48,6.4
538,Naze,32,NG,1549922082,53,5.43,7.07,80.26,9.42
539,Pierre,90,US,1549918380,96,44.37,-100.35,17.96,10.29
540,Sirawai,0,PH,1549922085,81,7.59,122.14,71.93,7.74
541,Farafenni,8,GM,1549922086,18,13.57,-15.6,82.06,9.98
542,Wolgast,0,DE,1549922087,91,54.05,13.77,34.18,18.81
543,Aksarka,68,RU,1549922088,82,66.56,67.8,5.83,9.42
544,Muzhi,80,RU,1549922089,74,65.4,64.7,5.83,3.6
